controller_id,corridor_number,intersection_name,ip
8048700,109,CSAH 109 (85th Ave N) at Logan Ave N/ Edinbugh Center Dr,192.168.17.104
8048700,109,CSAH 109 (85th Ave N) at Logan Ave N/ Edinbugh Center Dr,192.168.17.111
8048800,4,CSAH 4 (Eden Prairie Rd) at Edenwood Dr BACKHAUL,192.168.132.232
8048800,4,CSAH 4 (Eden Prairie Rd) at Edenwood Dr BACKHAUL,192.168.132.239
8048900,53,CSAH 53 (66th St) at Southdale Exit,192.168.26.139
8048900,53,CSAH 53 (66th St) at Southdale Exit,192.168.26.146
8049000,3,CSAH 3 (Excelsior Blvd) at CSAH 101 (County Rd 101),192.168.51.200
8049000,3,CSAH 3 (Excelsior Blvd) at CSAH 101 (County Rd 101),192.168.51.207
8049100,101,CSAH 101 (County Rd 101) at Hutchins Dr,192.168.131.8
8049100,101,CSAH 101 (County Rd 101) at Hutchins Dr,192.168.131.15
8005700,17,CSAH 17 (France Ave) at 65th St W,192.168.33.235
8049200,101,CSAH 101 (County Rd 101) at Seven Hi Drive (Cub Foods),192.168.130.232
8049200,101,CSAH 101 (County Rd 101) at Seven Hi Drive (Cub Foods),192.168.130.239
8049300,130,CSAH 61 (Hemlock Lane) at CSAH 130 (Elm Creek Blvd),192.168.33.75
8049300,130,CSAH 61 (Hemlock Lane) at CSAH 130 (Elm Creek Blvd),192.168.33.82
8049400,4,CSAH 4 (Eden Paririe Rd) at Timber Lake Dr / Lincoln Ln,192.168.133.104
8049400,4,CSAH 4 (Eden Paririe Rd) at Timber Lake Dr / Lincoln Ln,192.168.133.111
8049500,4,CSAH 4 (Eden Prairie Rd) at Candlewood Pkwy,192.168.133.168
8005700,17,CSAH 17 (France Ave) at 65th St W,192.168.33.242
8049500,4,CSAH 4 (Eden Prairie Rd) at Candlewood Pkwy,192.168.133.175
8049700,4,CSAH 4 (Eden Prairie Rd) at Terry Pine Dr,192.168.133.72
8049700,4,CSAH 4 (Eden Prairie Rd) at Terry Pine Dr,192.168.133.79
8049800,24,CSAH 24 (County Rd 24) at Shopping Center Entrance (Plymouth Station),192.168.125.232
8049800,24,CSAH 24 (County Rd 24) at Shopping Center Entrance (Plymouth Station),192.168.125.239
8049900,121,CSAH 121 (Fernbrook La) at Maple Grove SHS Entr,192.168.17.200
8049900,121,CSAH 121 (Fernbrook La) at Maple Grove SHS Entr,192.168.17.207
8050200,61,CO RD 47 (Pineview Lane) at CSAH 61 (Northwest Blvd) BACKHAUL,192.168.38.10
8050200,61,CO RD 47 (Pineview Lane) at CSAH 61 (Northwest Blvd) BACKHAUL,192.168.38.17
8050500,35,CSAH 35 (Portland Ave) at 64th St E,192.168.54.200
8050500,35,CSAH 35 (Portland Ave) at 64th St E,192.168.54.207
8050600,30,CSAH 30 (93rd Ave) at CSAH 103 (West Broadway),192.168.16.8
8006000,32,CSAH 32 (Penn Ave) at 90th St W,192.168.40.104
8050600,30,CSAH 30 (93rd Ave) at CSAH 103 (West Broadway),192.168.16.15
8050700,109,CSAH 109 (Weaver Lake Rd) at Main St,192.168.16.136
8050700,109,CSAH 109 (Weaver Lake Rd) at Main St,192.168.16.143
8050800,130,CSAH 130 (Elm Creek Blvd) at Main St - Master Controller,192.168.32.43
8050800,130,CSAH 130 (Elm Creek Blvd) at Main St - Master Controller,192.168.32.50
8050900,40,CSAH 40 (Glenwood Ave) at Xenia Ave S,192.168.132.168
8050900,40,CSAH 40 (Glenwood Ave) at Xenia Ave S,192.168.132.175
8006000,32,CSAH 32 (Penn Ave) at 90th St W,192.168.40.111
8051000,14,CSAH 14 (Zane Ave) at Regent Pkwy / Edinbrook School BACKHAUL,192.168.22.74
8051000,14,CSAH 14 (Zane Ave) at Regent Pkwy / Edinbrook School BACKHAUL,192.168.22.81
8051100,9,CSAH 9 (Rockford Rd) at Vicksburg Ln ,192.168.125.168
8051100,9,CSAH 9 (Rockford Rd) at Vicksburg Ln ,192.168.125.175
8051300,39,CSAH 39 (Valley View Rd) at Market Place Dr,192.168.112.40
8051300,39,CSAH 39 (Valley View Rd) at Market Place Dr,192.168.112.47
8051400,1,CSAH 1 (Pioneer Trail) at Dell Rd,192.168.122.72
8051400,1,CSAH 1 (Pioneer Trail) at Dell Rd,192.168.122.79
8051500,24,CSAH 24 (County Rd 24) at Medina Rd BACKHAUL,192.168.39.235
8051500,24,CSAH 24 (County Rd 24) at Medina Rd BACKHAUL,192.168.39.242
8051600,61,CSAH 61 (Northwest Blvd) at Schmidt Lake Rd BACKHAUL,192.168.38.43
8051600,61,CSAH 61 (Northwest Blvd) at Schmidt Lake Rd BACKHAUL,192.168.38.50
8051700,61,CSAH 61 (Xenium La N) at Sunset Trail,192.168.39.75
8051700,61,CSAH 61 (Xenium La N) at Sunset Trail,192.168.39.82
8006100,156,CSAH 156 (Winnetka Ave N) at Golden Valley Rd,192.168.24.171
8051900,109,CSAH 109 (85th Ave N) at Edinbrook Pkwy N,192.168.17.72
8051900,109,CSAH 109 (85th Ave N) at Edinbrook Pkwy N,192.168.17.79
8052000,1,CSAH 1 (Pioneer Trail) at Staring Lake Parkway,192.168.122.168
8052000,1,CSAH 1 (Pioneer Trail) at Staring Lake Parkway,192.168.122.175
8052100,1,CSAH 1 (Pioneer Trail) at Benett Place,192.168.122.232
8052100,1,CSAH 1 (Pioneer Trail) at Benett Place,192.168.122.239
8052200,30,CSAH 30 (93rd Ave) at Rice Lake Rd,192.168.25.235
8006100,156,CSAH 156 (Winnetka Ave N) at Golden Valley Rd,192.168.24.178
8052200,30,CSAH 30 (93rd Ave) at Rice Lake Rd,192.168.25.242
8052300,110,CSAH 110 (Commerce Blvd) at Sunnyfield Rd E,192.168.129.40
8052300,110,CSAH 110 (Commerce Blvd) at Sunnyfield Rd E,192.168.129.47
8052400,61,CSAH 61 (Northwest Blvd) at W Medicine Lake Dr,192.168.38.139
8052400,61,CSAH 61 (Northwest Blvd) at W Medicine Lake Dr,192.168.38.146
8052700,10,CSAH 10 (Bass Lake Rd) at Vicksburg Ln,192.168.27.232
8052700,10,CSAH 10 (Bass Lake Rd) at Vicksburg Ln,192.168.27.239
8052800,73,CSAH 5 (Minnetonka Blvd) at CSAH 73 (Hopkins Crossroad),192.168.125.104
8052800,73,CSAH 5 (Minnetonka Blvd) at CSAH 73 (Hopkins Crossroad),192.168.125.111
8052900,130,CSAH 130 (77th Ave N) at Boone Ave N,192.168.33.10
8052900,130,CSAH 130 (77th Ave N) at Boone Ave N,192.168.33.17
8053200,109,CSAH 109 (85th Ave N) at Zachary Ln,192.168.16.168
8053200,109,CSAH 109 (85th Ave N) at Zachary Ln,192.168.16.175
8006200,9,CSAH 9 (Rockford Rd / 42nd Ave N) at CSAH 156 (Winnetka Ave),192.168.115.136
8053300,109,CSAH 109 (85th Ave N) at Valley Forge Lane - Master Controller,192.168.16.200
8053300,109,CSAH 109 (85th Ave N) at Valley Forge Lane - Master Controller,192.168.16.207
8053400,10,CSAH 10 (Bass Lake Rd) at Nottingham Ave,192.168.27.200
8053400,10,CSAH 10 (Bass Lake Rd) at Nottingham Ave,192.168.27.207
8053500,61,CSAH 61 (Hemlock  Ln) at 62nd Place,192.168.37.203
8053500,61,CSAH 61 (Hemlock  Ln) at 62nd Place,192.168.37.210
8053600,152,CSAH 152 (Brooklyn Blvd) at 68th Ave N,192.168.18.104
8006200,9,CSAH 9 (Rockford Rd / 42nd Ave N) at CSAH 156 (Winnetka Ave),192.168.115.143
8053600,152,CSAH 152 (Brooklyn Blvd) at 68th Ave N,192.168.18.111
8053900,130,CSAH 130 (77th Ave N) at Zachary Ln,192.168.32.139
8053900,130,CSAH 130 (77th Ave N) at Zachary Ln,192.168.32.146
8054000,130,CSAH 130 (77th Ave N) at Revere Ln,192.168.32.171
8054000,130,CSAH 130 (77th Ave N) at Revere Ln,192.168.32.178
8054100,19,CSAH 19 (Manitou Rd) at Smithtown Rd,192.168.128.232
8054100,19,CSAH 19 (Manitou Rd) at Smithtown Rd,192.168.128.239
8054400,101,CSAH 24 (County Road 24) at CSAH 101 (County Road 101) - Master Controller,192.168.20.43
8054400,101,CSAH 24 (County Road 24) at CSAH 101 (County Road 101) - Master Controller,192.168.20.50
8054500,101,CSAH 101 (County Road 101) at Medina Rd BACKHAUL,192.168.20.10
8054500,101,CSAH 101 (County Road 101) at Medina Rd BACKHAUL,192.168.20.17
8054600,73,CSAH 73 (Hopkins Crossroad) at Minnetonka Mills Rd / 5th St N,192.168.125.136
8054600,73,CSAH 73 (Hopkins Crossroad) at Minnetonka Mills Rd / 5th St N,192.168.125.143
8006300,9,CSAH 9 (Lake Dr) at Lakeview School (Indiana Ave),192.168.126.8
8054700,158,CSAH 158 (Gleason Rd) at Vernon Ave S,192.168.131.72
8054700,158,CSAH 158 (Gleason Rd) at Vernon Ave S,192.168.131.79
8054800,30,CSAH 30 (93rd Ave) at Upland Ln N,192.168.25.171
8054800,30,CSAH 30 (93rd Ave) at Upland Ln N,192.168.25.178
8054900,28,CSAH 28 (E Bush Lake Rd) at American Blvd / Green Valley Dr,192.168.132.40
8054900,28,CSAH 28 (E Bush Lake Rd) at American Blvd / Green Valley Dr,192.168.132.47
8055000,32,CSAH 32 (Penn Ave) at 78th / Best Buy Entr,192.168.19.136
8006300,9,CSAH 9 (Lake Dr) at Lakeview School (Indiana Ave),192.168.126.15
8055000,32,CSAH 32 (Penn Ave) at 78th / Best Buy Entr,192.168.19.143
8055100,14,CSAH 14 (Zane Ave) at Oak Grove Pkwy (97th Ave),192.168.22.10
8055100,14,CSAH 14 (Zane Ave) at Oak Grove Pkwy (97th Ave),192.168.22.17
8055200,9,CSAH 9 (Rockford Rd) at Polaris Ln N (Old Rockford),192.168.114.72
8055200,9,CSAH 9 (Rockford Rd) at Polaris Ln N (Old Rockford),192.168.114.79
8055300,9,CSAH 9 (Rockford Rd) at Dunkirk Ln / 36th Ave N,192.168.125.200
8055300,9,CSAH 9 (Rockford Rd) at Dunkirk Ln / 36th Ave N,192.168.125.207
8055700,1,CSAH 1 (Old Shakopee Rd) at Logan Ave S  BACKHAUL,192.168.48.8
8055700,1,CSAH 1 (Old Shakopee Rd) at Logan Ave S  BACKHAUL,192.168.48.15
8055800,144,CSAH 144 (141st Ave N) at Rogers High School W Entr,192.168.129.136
8055800,144,CSAH 144 (141st Ave N) at Rogers High School W Entr,192.168.129.143
8055850,130,CSAH 130 (Elm Creek Blvd) at Arbor Lakes Access,192.168.32.75
8055850,130,CSAH 130 (Elm Creek Blvd) at Arbor Lakes Access,192.168.32.82
8006400,61,CSAH 3 (Excelsior Blvd) at CSAH 61 (Shady Oak Rd) - Master Controller,192.168.41.104
8055900,30,CSAH 30 (97th Ave) at CSAH 101 (Brockton Ln N),192.168.25.10
8055900,30,CSAH 30 (97th Ave) at CSAH 101 (Brockton Ln N),192.168.25.17
8055950,6,CSAH 6 (6th Ave N) at Willow Dr N,192.168.138.8
8055950,6,CSAH 6 (6th Ave N) at Willow Dr N,192.168.138.15
8056000,10,CSAH 10 (County Road 10) at CSAH 116 (Fletcher Ln),192.168.27.72
8056000,10,CSAH 10 (County Road 10) at CSAH 116 (Fletcher Ln),192.168.27.79
8056050,10,CSAH 10 (Bass Lake Rd) at Lawndale Ln N,192.168.27.168
8006400,61,CSAH 3 (Excelsior Blvd) at CSAH 61 (Shady Oak Rd) - Master Controller,192.168.41.111
8056050,10,CSAH 10 (Bass Lake Rd) at Lawndale Ln N,192.168.27.175
8056150,61,CSAH 61 (Northwest Blvd) at 42nd PL N,192.168.38.75
8056150,61,CSAH 61 (Northwest Blvd) at 42nd PL N,192.168.38.82
8056200,3,CSAH 3 (Excelsior Blvd) at Jackson Ave N / Milwaukee St BACKHAUL,192.168.53.40
8056200,3,CSAH 3 (Excelsior Blvd) at Jackson Ave N / Milwaukee St BACKHAUL,192.168.53.47
8056300,101,CSAH 101 (County Road 101) at Ridgewood Rd,192.168.130.200
8056300,101,CSAH 101 (County Road 101) at Ridgewood Rd,192.168.130.207
8056450,130,CSAH 130 (Elm Creek Blvd) at Fountain Dr-BACKHAUL,192.168.32.107
8056450,130,CSAH 130 (Elm Creek Blvd) at Fountain Dr-BACKHAUL,192.168.32.114
8056550,81,CSAH 81 (County Road 81) at Maple Grove Pkwy,192.168.30.43
8056550,81,CSAH 81 (County Road 81) at Maple Grove Pkwy,192.168.30.50
8057000,14,CSAH 14 (Douglas Dr) at 114th Ave N,192.168.21.171
8057000,14,CSAH 14 (Douglas Dr) at 114th Ave N,192.168.21.178
8006500,17,CSAH 17 (France Ave) at 70th St W,192.168.34.171
8057050,14,CSAH 12 (Noble Pkwy) at CSAH 14 (Zane Ave),192.168.21.139
8057050,14,CSAH 12 (Noble Pkwy) at CSAH 14 (Zane Ave),192.168.21.146
8057100,30,CSAH 30 (93rd Ave) at Troy Ln N,192.168.25.43
8057100,30,CSAH 30 (93rd Ave) at Troy Ln N,192.168.25.50
8057130,30,CSAH 30 & Rush Creek Boulevard ,192.168.138.40
8057130,30,CSAH 30 & Rush Creek Boulevard ,192.168.138.47
8057150,30,CSAH 30 (93rd Ave) at Lawndale Ln N,192.168.25.74
8006500,17,CSAH 17 (France Ave) at 70th St W,192.168.34.178
8057150,30,CSAH 30 (93rd Ave) at Lawndale Ln N,192.168.25.81
8057200,30,CSAH 30 (93rd Ave) at Garland Ln N - Master Controller,192.168.25.139
8057200,30,CSAH 30 (93rd Ave) at Garland Ln N - Master Controller,192.168.25.146
8057250,12,CSAH 12 (Noble Pkwy) at 95th Ave N,192.168.21.75
8057250,12,CSAH 12 (Noble Pkwy) at 95th Ave N,192.168.21.82
8057300,61,CSAH 1 (Pioneer Trail) at CSAH 61 (Flying Cloud Dr),192.168.114.40
8057300,61,CSAH 1 (Pioneer Trail) at CSAH 61 (Flying Cloud Dr),192.168.114.47
8057350,61,CSAH 61 (Flying Cloud Dr) at College View Dr,192.168.114.8
8057350,61,CSAH 61 (Flying Cloud Dr) at College View Dr,192.168.114.15
8057400,61,CSAH 61 (Flying Cloud Dr) at Anderson Lakes Pkwy,192.168.113.232
8057400,61,CSAH 61 (Flying Cloud Dr) at Anderson Lakes Pkwy,192.168.113.239
8057450,61,CSAH 61 (Flying Cloud Dr) at Fountain Pl,192.168.113.200
8057450,61,CSAH 61 (Flying Cloud Dr) at Fountain Pl,192.168.113.207
8006600,1,CSAH 1 (Old Shakopee Rd / 98th St) at CSAH 52 (Nicollet Ave),192.168.48.232
8057500,61,CSAH 61 (Flying Cloud Dr) at Prairie Center Dr BACKHAUL,192.168.113.168
8057500,61,CSAH 61 (Flying Cloud Dr) at Prairie Center Dr BACKHAUL,192.168.113.175
8057550,61,CSAH 61 (Flying Cloud Dr) at Regional Center Rd,192.168.113.136
8057550,61,CSAH 61 (Flying Cloud Dr) at Regional Center Rd,192.168.113.143
8057600,61,CSAH 61 (Flying Cloud Dr) at Singletree Ln,192.168.113.104
8057600,61,CSAH 61 (Flying Cloud Dr) at Singletree Ln,192.168.113.111
8057650,61,CSAH 61 (Flying Cloud Dr) at Leona Rd / Eden Rd,192.168.113.72
8006600,1,CSAH 1 (Old Shakopee Rd / 98th St) at CSAH 52 (Nicollet Ave),192.168.48.239
8057650,61,CSAH 61 (Flying Cloud Dr) at Leona Rd / Eden Rd,192.168.113.79
8057700,47,CO RD 47 at CSAH 101 (Brockton Lane),192.168.124.40
8057700,47,CO RD 47 at CSAH 101 (Brockton Lane),192.168.124.47
8057750,103,CSAH 103 (Winnetka Ave N) at 109th Ave N,192.168.15.200
8057750,103,CSAH 103 (Winnetka Ave N) at 109th Ave N,192.168.15.207
8057800,61,CSAH 61 (Flying Cloud Dr) at Charlson Rd,192.168.135.8
8057800,61,CSAH 61 (Flying Cloud Dr) at Charlson Rd,192.168.135.15
8057805,39,CSAH 39 (Valley View Rd) at Plaza Dr,192.168.112.8
8057805,39,CSAH 39 (Valley View Rd) at Plaza Dr,192.168.112.15
8057820,10,CSAH 10 (Bass Lake Rd) at CSAH 101 (Troy Ln) - Master Controller,192.168.27.104
8057820,10,CSAH 10 (Bass Lake Rd) at CSAH 101 (Troy Ln) - Master Controller,192.168.27.111
8057825,10,CSAH 10 (Bass Lake Rd) at Vagabond Ln,192.168.27.136
8057825,10,CSAH 10 (Bass Lake Rd) at Vagabond Ln,192.168.27.143
8006800,3,CSAH 3 (Excelsior Blvd) at 11th Ave S,192.168.52.136
8057830,101,CSAH 101 (Troy La N) at 70th Pl N,192.168.45.104
8057830,101,CSAH 101 (Troy La N) at 70th Pl N,192.168.45.111
8057835,13,CSAH 13 (Brockton Lane) at S Diamond Lake Rd,192.168.18.8
8057835,13,CSAH 13 (Brockton Lane) at S Diamond Lake Rd,192.168.18.15
8057845,81,CSAH 81 (Bottineau Blvd) at 83rd Ave N BACKHAUL,192.168.42.72
8057845,81,CSAH 81 (Bottineau Blvd) at 83rd Ave N BACKHAUL,192.168.42.79
8057850,112,CSAH 112 (Wayzata Blvd) at Old Crystal Bay Rd N,192.168.123.40
8006800,3,CSAH 3 (Excelsior Blvd) at 11th Ave S,192.168.52.143
8057850,112,CSAH 112 (Wayzata Blvd) at Old Crystal Bay Rd N,192.168.123.47
8057855,112,CSAH 112 (Wayzata Blvd) at Willow Dr N ,192.168.123.72
8057855,112,CSAH 112 (Wayzata Blvd) at Willow Dr N ,192.168.123.79
8057860,112,CSAH 112 (Wayzata Blvd) at CSAH 146 (Brown Rd N),192.168.31.10
8057860,112,CSAH 112 (Wayzata Blvd) at CSAH 146 (Brown Rd N),192.168.31.17
8057865,112,CSAH 112 (Wayzata Blvd) at Lake St,192.168.31.44
8057865,112,CSAH 112 (Wayzata Blvd) at Lake St,192.168.31.51
8057870,81,CSAH 81 (Bottineau Blvd) at 47th Ave N,192.168.43.104
8057870,81,CSAH 81 (Bottineau Blvd) at 47th Ave N,192.168.43.111
8057875,116,CO RD 116 (County Road 116) at Hackamore Rd BACKHAUL,192.168.124.8
8057875,116,CO RD 116 (County Road 116) at Hackamore Rd BACKHAUL,192.168.124.15
8057880,32,CSAH 32 (Penn Ave) at 81st St W BACKHAUL,192.168.19.200
8057880,32,CSAH 32 (Penn Ave) at 81st St W BACKHAUL,192.168.19.207
8007000,9,CSAH 9 (Rockford Rd / 42nd Ave) at Adair Ave,192.168.116.8
8057890,81,CSAH 81 (Main St) at John Milless Dr / Industrial Blvd,192.168.129.232
8057890,81,CSAH 81 (Main St) at John Milless Dr / Industrial Blvd,192.168.129.239
8057895,81,CSAH 81 (Industrial Blvd) at John Deere Ln,192.168.129.200
8057895,81,CSAH 81 (Industrial Blvd) at John Deere Ln,192.168.129.207
8057900,81,CSAH 81 (Industrial Blvd) at John Milless Dr / Memorial Dr,192.168.129.168
8057900,81,CSAH 81 (Industrial Blvd) at John Milless Dr / Memorial Dr,192.168.129.175
8057905,60,CSAH 60 (Mitchell Rd) at Martin Dr,192.168.134.232
8007000,9,CSAH 9 (Rockford Rd / 42nd Ave) at Adair Ave,192.168.116.15
8057905,60,CSAH 60 (Mitchell Rd) at Martin Dr,192.168.134.239
8057910,3,CSAH 3 (Excelsior Blvd) at Natchez Ave,192.168.54.104
8057910,3,CSAH 3 (Excelsior Blvd) at Natchez Ave,192.168.54.111
8057915,12,CSAH 12 (Noble Pkwy) at 97th Ave N,192.168.21.44
8057915,12,CSAH 12 (Noble Pkwy) at 97th Ave N,192.168.21.51
8057925,12,CSAH 12 (Noble Pkwy) at Edinbrook Parkway,192.168.21.107
8057925,12,CSAH 12 (Noble Pkwy) at Edinbrook Parkway,192.168.21.114
8057940,12,CSAH 12 (Noble Pkwy) at 101st Ave N,192.168.21.10
8057940,12,CSAH 12 (Noble Pkwy) at 101st Ave N,192.168.21.17
8057965,144,CSAH 144 (141st Ave N) at Northdale Blvd,192.168.129.72
8057965,144,CSAH 144 (141st Ave N) at Northdale Blvd,192.168.129.79
8057970,144,CSAH 144 (141st Ave N) at James Rd/Rogers Dr,192.168.129.104
8057970,144,CSAH 144 (141st Ave N) at James Rd/Rogers Dr,192.168.129.111
8007100,17,CSAH 17 (France Ave) at 84th St W BACKHAUL,192.168.35.203
8057980,13,CSAH 13 (Brockton Lane) at Rogers Drive,192.168.17.232
8057980,13,CSAH 13 (Brockton Lane) at Rogers Drive,192.168.17.239
8058000,14,CSAH 14 (Douglas Drive N) at Oxbow Creek Drive N,192.168.21.235
8058000,14,CSAH 14 (Douglas Drive N) at Oxbow Creek Drive N,192.168.21.242
8058010,73,CSAH 73 (Hopkins Crossroad) at Wayzata Blvd BACKHAUL,192.168.125.8
8058010,73,CSAH 73 (Hopkins Crossroad) at Wayzata Blvd BACKHAUL,192.168.125.15
8058015,73,CSAH 73 (Hopkins Crossroad) at Wayzata,192.168.125.40
8007100,17,CSAH 17 (France Ave) at 84th St W BACKHAUL,192.168.35.210
8058015,73,CSAH 73 (Hopkins Crossroad) at Wayzata,192.168.125.47
8058100,73,CSAH 73 (Hopkins Crossroad) at Fairfield Road BACKHAUL,192.168.137.8
8058100,73,CSAH 73 (Hopkins Crossroad) at Fairfield Road BACKHAUL,192.168.137.15
8059010,81,CSAH 81 at 35th Ave/HyVee,192.168.27.8
8059010,81,CSAH 81 at 35th Ave/HyVee,192.168.27.15
8059100,101,CR 101 at Dayton Parkway,192.168.136.8
8059100,101,CR 101 at Dayton Parkway,192.168.136.15
8061200,61,CSAH 61 (Flying Cloud Dr) at Viking Drive,192.168.59.40
8061200,61,CSAH 61 (Flying Cloud Dr) at Viking Drive,192.168.59.47
9010560,81,CSAH 81 (Bottineau Blvd) at Elm Creek Blvd N Ramp BACKHAUL,192.168.30.107
9010560,81,CSAH 81 (Bottineau Blvd) at Elm Creek Blvd N Ramp BACKHAUL,192.168.30.114
9010570,81,CSAH 81 (Bottineau Blvd) at Elm Creek Blvd S Ramp - Master Controller,192.168.30.139
9010570,81,CSAH 81 (Bottineau Blvd) at Elm Creek Blvd S Ramp - Master Controller,192.168.30.146
8007200,35,CSAH 35 (Portland Ave) at 90th St E,192.168.128.40
9010580,61,Hemlock Ln at Arbor Lakes Parkway,192.168.136.168
9010580,61,Hemlock Ln at Arbor Lakes Parkway,192.168.136.175
9010590,61,Hemlock Ln at 82nd Ave,192.168.136.136
9010590,61,Hemlock Ln at 82nd Ave,192.168.136.143
9010660,61,Zachary Ln N at 89th Ave N,192.168.136.200
9010660,61,Zachary Ln N at 89th Ave N,192.168.136.207
9010685,121,Maple Grove Pkwy at Upland Ln,192.168.136.104
8007200,35,CSAH 35 (Portland Ave) at 90th St E,192.168.128.47
9010685,121,Maple Grove Pkwy at Upland Ln,192.168.136.111
9010690,121,Maple Grove Pkwy at Hospital Dr,192.168.136.72
9010690,121,Maple Grove Pkwy at Hospital Dr,192.168.136.79
9010695,121,Maple Grove Pkwy at 99th Ave / Grove Cir,192.168.136.40
9010695,121,Maple Grove Pkwy at 99th Ave / Grove Cir,192.168.136.47
9010705,121,CSAH 121 (Fernbrook Ln) at Champlin Dr / Crossing,192.168.17.168
9010705,121,CSAH 121 (Fernbrook Ln) at Champlin Dr / Crossing,192.168.17.175
9010710,121,CSAH 121 (Fernbrook Ln) at Cartway Rd,192.168.17.136
9010710,121,CSAH 121 (Fernbrook Ln) at Cartway Rd,192.168.17.143
9010720,30,CSAH 30 (93rd Ave) at CSAH 121 (Dunkirk Ln) BACKHAUL,192.168.25.107
9010720,30,CSAH 30 (93rd Ave) at CSAH 121 (Dunkirk Ln) BACKHAUL,192.168.25.114
9010740,61,CSAH 61 (Hemlock Lane) at 73rd Ave N,192.168.137.232
9010740,61,CSAH 61 (Hemlock Lane) at 73rd Ave N,192.168.137.239
8007300,102,CSAH 66 (Duluth St) at CSAH 102 (Douglas Dr),192.168.15.136
9010760,81,CSAH 81 (Bottineau Blvd) at Holly Ln N,192.168.30.10
9010760,81,CSAH 81 (Bottineau Blvd) at Holly Ln N,192.168.30.17
9010810,103,CSAH 103 (West Broadway) at Oak Grove Pkwy,192.168.15.232
9010810,103,CSAH 103 (West Broadway) at Oak Grove Pkwy,192.168.15.239
9019900,1,CSAH 1 (Old Shakopee Rd) at Old Cedar Ave,192.168.49.72
9019900,1,CSAH 1 (Old Shakopee Rd) at Old Cedar Ave,192.168.49.79
8000000,tmc,TMC Test Cabinet,192.168.192.9
8007300,102,CSAH 66 (Duluth St) at CSAH 102 (Douglas Dr),192.168.15.143
8007400,52,CSAH 52 (Nicollet Ave) at 90th St,192.168.127.72
8007400,52,CSAH 52 (Nicollet Ave) at 90th St,192.168.127.79
8007500,52,CSAH 52 (Nicollet Ave) at 67th St,192.168.126.72
8007500,52,CSAH 52 (Nicollet Ave) at 67th St,192.168.126.79
8007600,53,CSAH 53 (66th St) at Sheridan Ave,192.168.36.139
8007600,53,CSAH 53 (66th St) at Sheridan Ave,192.168.36.146
8008400,17,CSAH 1 (Old Shakopee Rd) at CSAH 17 (France Ave),192.168.36.75
8008400,17,CSAH 1 (Old Shakopee Rd) at CSAH 17 (France Ave),192.168.36.82
8008600,102,CSAH 102 (Douglas Dr) at 36th Ave N,192.168.15.72
8008600,102,CSAH 102 (Douglas Dr) at 36th Ave N,192.168.15.79
